GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JFreeChart-2.0,org.jfree.chart.api,VerticalAlignment,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,RectangleEdge,24,57,9,9,9,10,9,8,1,4
JFreeChart-2.0,org.jfree.chart.api,RectangleInsets,365,317,36,20,66,81,32,26,7,23
JFreeChart-2.0,org.jfree.chart.api,RectangleAlignment,5,237,1,12,1,60,1,13,0,2
JFreeChart-2.0,org.jfree.chart.api,SortOrder,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,RectangleAnchor,131,141,15,5,26,31,15,6,0,3
JFreeChart-2.0,org.jfree.chart.api,TableOrder,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,XYCoordinateType,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,HorizontalAlignment,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,LengthAdjustmentType,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,UnitType,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,Layer,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.api,Rotation,0,28,0,0,0,7,0,3,0,3
JFreeChart-2.0,org.jfree.chart.plot,PlotRenderingInfo,73,147,9,11,16,42,9,16,2,13
JFreeChart-2.0,org.jfree.chart.plot,CombinedDomainXYPlot,364,556,59,53,95,151,55,33,15,17
JFreeChart-2.0,org.jfree.chart.plot,PolarPlot,1187,1151,174,104,303,295,157,77,54,41
JFreeChart-2.0,org.jfree.chart.plot,DatasetRenderingOrder,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.plot,DialShape,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.plot,Plot,379,769,86,86,115,241,85,72,21,47
JFreeChart-2.0,org.jfree.chart.plot,ThermometerPlot,1190,761,118,74,254,188,126,45,49,25
JFreeChart-2.0,org.jfree.chart.plot,RingPlot,422,262,45,25,111,90,37,28,14,16
JFreeChart-2.0,org.jfree.chart.plot,PlotState,0,11,0,0,0,4,0,2,0,2
JFreeChart-2.0,org.jfree.chart.plot,FastScatterPlot,225,808,37,65,74,216,50,52,21,30
JFreeChart-2.0,org.jfree.chart.plot,DefaultDrawingSupplier,12,765,6,50,4,147,5,41,0,18
JFreeChart-2.0,org.jfree.chart.plot,CategoryMarker,29,93,5,7,7,27,5,10,1,8
JFreeChart-2.0,org.jfree.chart.plot,Crosshair,56,578,1,33,20,159,18,39,17,23
JFreeChart-2.0,org.jfree.chart.plot,MeterPlot,174,1355,50,96,44,349,64,67,19,39
JFreeChart-2.0,org.jfree.chart.plot,IntervalMarker,20,116,2,10,5,32,4,13,2,9
JFreeChart-2.0,org.jfree.chart.plot,CombinedRangeXYPlot,365,507,59,43,94,133,52,29,14,16
JFreeChart-2.0,org.jfree.chart.plot,CombinedRangeCategoryPlot,213,512,41,45,54,138,40,25,8,14
JFreeChart-2.0,org.jfree.chart.plot,MeterInterval,12,123,6,8,6,36,6,11,0,10
JFreeChart-2.0,org.jfree.chart.plot,XYCrosshairState,3,0,0,0,2,0,1,0,1,0
JFreeChart-2.0,org.jfree.chart.plot,PlotOrientation,0,23,0,0,0,5,0,3,0,3
JFreeChart-2.0,org.jfree.chart.plot,WaferMapPlot,581,0,44,0,132,0,37,0,15,0
JFreeChart-2.0,org.jfree.chart.plot,PolarAxisLocation,0,51,0,0,0,9,0,1,0,1
JFreeChart-2.0,org.jfree.chart.plot,CombinedDomainCategoryPlot,318,551,49,47,78,142,48,27,12,15
JFreeChart-2.0,org.jfree.chart.plot,XYPlot,2290,4726,365,533,518,1248,316,370,56,181
JFreeChart-2.0,org.jfree.chart.plot,ValueMarker,11,57,1,7,3,19,2,8,1,5
JFreeChart-2.0,org.jfree.chart.plot,SpiderWebPlot,214,1402,40,92,59,367,49,80,16,47
JFreeChart-2.0,org.jfree.chart.plot,CategoryPlot,1900,4103,332,462,406,1123,272,351,50,176
JFreeChart-2.0,org.jfree.chart.plot,Marker,52,495,7,35,13,136,10,49,3,35
JFreeChart-2.0,org.jfree.chart.plot,CrosshairState,141,53,15,1,36,24,14,13,6,13
JFreeChart-2.0,org.jfree.chart.plot,CategoryCrosshairState,88,29,11,1,25,13,7,6,1,6
JFreeChart-2.0,org.jfree.chart.plot,CenterTextMode,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.plot,SeriesRenderingOrder,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator,0,7,0,0,0,3,0,2,0,2
JFreeChart-2.0,org.jfree.chart.imagemap,DynamicDriveToolTipTagFragmentGenerator,33,0,0,0,11,0,3,0,3,0
JFreeChart-2.0,org.jfree.chart.imagemap,StandardURLTagFragmentGenerator,0,6,0,0,0,3,0,2,0,2
JFreeChart-2.0,org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator,0,7,0,0,0,4,0,2,0,2
JFreeChart-2.0,org.jfree.chart.imagemap,ImageMapUtils,55,198,7,27,12,48,10,15,5,3
JFreeChart-2.0,org.jfree.chart.urls,CustomPieURLGenerator,13,158,7,17,5,39,8,12,1,7
JFreeChart-2.0,org.jfree.chart.urls,StandardXYURLGenerator,38,64,8,6,9,20,7,5,1,4
JFreeChart-2.0,org.jfree.chart.urls,StandardCategoryURLGenerator,50,143,9,11,12,39,8,9,2,5
JFreeChart-2.0,org.jfree.chart.urls,TimeSeriesURLGenerator,32,167,5,15,9,44,9,9,4,4
JFreeChart-2.0,org.jfree.chart.urls,StandardXYZURLGenerator,9,0,0,0,2,0,2,0,2,0
JFreeChart-2.0,org.jfree.chart.urls,CustomXYURLGenerator,17,139,10,18,7,39,10,12,1,7
JFreeChart-2.0,org.jfree.chart.urls,CustomCategoryURLGenerator,17,139,10,18,7,40,10,12,1,7
JFreeChart-2.0,org.jfree.chart.urls,StandardPieURLGenerator,18,107,3,11,5,35,3,10,0,6
JFreeChart-2.0,org.jfree.data.json,JSONUtils,226,0,20,0,69,0,15,0,5,0
JFreeChart-2.0,org.jfree.chart.title,Title,33,270,9,19,12,78,13,24,5,18
JFreeChart-2.0,org.jfree.chart.title,ImageTitle,418,0,32,0,89,0,30,0,12,0
JFreeChart-2.0,org.jfree.chart.title,DateTitle,10,43,0,0,2,8,1,4,1,4
JFreeChart-2.0,org.jfree.chart.title,ShortTextTitle,286,7,40,0,62,4,26,2,6,2
JFreeChart-2.0,org.jfree.chart.title,CompositeTitle,77,80,4,6,21,26,8,10,5,8
JFreeChart-2.0,org.jfree.chart.title,TextTitle,490,589,89,51,110,159,67,40,12,25
JFreeChart-2.0,org.jfree.data.xml,ItemHandler,106,0,8,0,32,0,11,0,7,0
JFreeChart-2.0,org.jfree.data.xml,PieDatasetHandler,72,0,8,0,20,0,9,0,5,0
JFreeChart-2.0,org.jfree.data.xml,ValueHandler,88,0,8,0,27,0,10,0,6,0
JFreeChart-2.0,org.jfree.data.xml,KeyHandler,84,0,6,0,21,0,9,0,6,0
JFreeChart-2.0,org.jfree.data.xml,DatasetReader,102,0,2,0,36,0,8,0,7,0
JFreeChart-2.0,org.jfree.data.xml,RootHandler,54,0,8,0,18,0,10,0,6,0
JFreeChart-2.0,org.jfree.data.xml,CategoryDatasetHandler,79,0,8,0,22,0,9,0,5,0
JFreeChart-2.0,org.jfree.data.xml,CategorySeriesHandler,110,0,8,0,29,0,9,0,5,0
JFreeChart-2.0,org.jfree.data.flow,FlowKey,23,88,2,10,6,25,6,8,4,4
JFreeChart-2.0,org.jfree.data.flow,DefaultFlowDataset,243,263,33,21,55,46,28,16,9,8
JFreeChart-2.0,org.jfree.data.flow,FlowDatasetUtils,290,0,38,0,63,0,25,0,6,0
JFreeChart-2.0,org.jfree.data.flow,NodeKey,19,64,3,7,6,19,6,6,3,4
JFreeChart-2.0,org.jfree.chart,ChartColor,6,338,0,0,2,25,1,2,1,2
JFreeChart-2.0,org.jfree.chart,ChartHints.Key,33,0,13,0,6,0,9,0,2,0
JFreeChart-2.0,org.jfree.chart,JFreeChart,656,1127,72,95,160,298,84,78,28,47
JFreeChart-2.0,org.jfree.chart,StandardChartTheme,1000,1232,95,117,237,368,114,85,47,46
JFreeChart-2.0,org.jfree.chart,ChartTransferable,207,0,12,0,52,0,13,0,7,0
JFreeChart-2.0,org.jfree.chart,ChartUtils,402,14,10,2,102,6,34,2,28,2
JFreeChart-2.0,org.jfree.chart,JFreeChart.new RenderingHints.Key() {...},3,4,0,0,1,1,1,1,1,1
JFreeChart-2.0,org.jfree.chart,ChartRenderingInfo,30,141,4,12,6,43,5,16,1,12
JFreeChart-2.0,org.jfree.chart,ChartHints,11,0,0,0,2,0,1,0,1,0
JFreeChart-2.0,org.jfree.chart,StandardChartTheme.new StandardChartTheme() {...},5,0,0,0,2,0,2,0,2,0
JFreeChart-2.0,org.jfree.chart,ChartFactory,1191,1175,135,47,256,281,105,38,24,28
JFreeChart-2.0,org.jfree.chart.encoders,SunPNGEncoderAdapter,32,0,0,0,12,0,7,0,7,0
JFreeChart-2.0,org.jfree.chart.encoders,EncoderUtil,71,0,0,0,21,0,9,0,9,0
JFreeChart-2.0,org.jfree.chart.encoders,SunJPEGEncoderAdapter,86,0,4,0,27,0,9,0,7,0
JFreeChart-2.0,org.jfree.chart.encoders,ImageEncoderFactory,97,0,4,0,31,0,10,0,8,0
JFreeChart-2.0,org.jfree.data.io,CSV,212,0,20,0,57,0,16,0,6,0
JFreeChart-2.0,org.jfree.chart.labels,IntervalXYItemLabelGenerator,258,24,29,3,55,9,22,4,7,3
JFreeChart-2.0,org.jfree.chart.labels,StandardPieToolTipGenerator,10,26,0,0,3,10,2,5,2,5
JFreeChart-2.0,org.jfree.chart.labels,IntervalXYToolTipGenerator,282,0,32,0,64,0,26,0,10,0
JFreeChart-2.0,org.jfree.chart.labels,StandardXYToolTipGenerator,14,50,1,3,4,18,3,9,2,8
JFreeChart-2.0,org.jfree.chart.labels,IntervalCategoryToolTipGenerator,98,30,11,3,20,11,7,6,1,5
JFreeChart-2.0,org.jfree.chart.labels,StandardCrosshairLabelGenerator,28,51,2,6,8,17,5,6,3,4
JFreeChart-2.0,org.jfree.chart.labels,IntervalCategoryItemLabelGenerator,96,15,10,0,19,6,6,3,1,3
JFreeChart-2.0,org.jfree.chart.labels,AbstractXYItemLabelGenerator,72,233,10,22,16,65,13,19,4,12
JFreeChart-2.0,org.jfree.chart.labels,BoxAndWhiskerXYToolTipGenerator,106,22,6,2,18,8,5,3,1,3
JFreeChart-2.0,org.jfree.chart.labels,BubbleXYItemLabelGenerator,101,101,9,9,22,31,9,10,3,7
JFreeChart-2.0,org.jfree.chart.labels,AbstractPieItemLabelGenerator,5,183,4,18,2,53,5,15,1,8
JFreeChart-2.0,org.jfree.chart.labels,StandardCategorySeriesLabelGenerator,2,71,1,5,1,24,1,9,0,7
JFreeChart-2.0,org.jfree.chart.labels,StandardPieSectionLabelGenerator,28,88,1,5,8,27,5,10,4,8
JFreeChart-2.0,org.jfree.chart.labels,BoxAndWhiskerToolTipGenerator,89,20,4,2,16,7,4,3,1,3
JFreeChart-2.0,org.jfree.chart.labels,AbstractCategoryItemLabelGenerator,64,191,7,15,16,55,11,13,5,8
JFreeChart-2.0,org.jfree.chart.labels,MultipleXYSeriesLabelGenerator,111,120,10,10,29,35,10,9,3,6
JFreeChart-2.0,org.jfree.chart.labels,CustomXYToolTipGenerator,18,126,14,14,4,34,13,9,1,7
JFreeChart-2.0,org.jfree.chart.labels,SymbolicXYItemLabelGenerator,90,18,10,2,24,7,9,4,3,4
JFreeChart-2.0,org.jfree.chart.labels,StandardFlowLabelGenerator,68,29,1,3,11,11,3,4,2,3
JFreeChart-2.0,org.jfree.chart.labels,StandardCategoryItemLabelGenerator,6,39,0,4,2,14,1,8,1,6
JFreeChart-2.0,org.jfree.chart.labels,StandardXYZToolTipGenerator,113,85,8,8,25,27,10,8,5,5
JFreeChart-2.0,org.jfree.chart.labels,ItemLabelPosition,61,79,3,9,15,24,8,7,5,4
JFreeChart-2.0,org.jfree.chart.labels,ItemLabelAnchor,0,153,0,0,0,26,0,1,0,1
JFreeChart-2.0,org.jfree.chart.labels,StandardCategoryToolTipGenerator,8,31,1,3,2,12,2,6,1,5
JFreeChart-2.0,org.jfree.chart.labels,HighLowItemLabelGenerator,136,83,18,10,31,27,14,7,2,5
JFreeChart-2.0,org.jfree.chart.labels,StandardXYSeriesLabelGenerator,2,71,1,5,1,24,1,9,0,7
JFreeChart-2.0,org.jfree.chart.labels,StandardXYItemLabelGenerator,20,42,1,3,6,16,4,8,3,7
JFreeChart-2.0,org.jfree.chart.axis,DateTickUnit,68,197,8,22,17,50,14,18,6,11
JFreeChart-2.0,org.jfree.chart.axis,TickUnit,12,86,5,11,5,26,6,10,1,7
JFreeChart-2.0,org.jfree.chart.axis,AxisLocation,24,27,5,0,8,5,6,1,2,1
JFreeChart-2.0,org.jfree.chart.axis,ModuloAxis,460,96,38,8,84,23,35,5,13,4
JFreeChart-2.0,org.jfree.chart.axis,DateAxis.DefaultTimeline,15,16,3,3,7,7,7,4,4,4
JFreeChart-2.0,org.jfree.chart.axis,MonthDateFormat,67,175,5,13,16,32,9,10,5,5
JFreeChart-2.0,org.jfree.chart.axis,NumberAxis,257,1161,44,106,61,280,46,68,6,33
JFreeChart-2.0,org.jfree.chart.axis,ValueTick,6,58,3,5,3,16,3,6,0,5
JFreeChart-2.0,org.jfree.chart.axis,AxisCollection,6,65,2,3,2,20,2,8,0,6
JFreeChart-2.0,org.jfree.chart.axis,DateAxis,715,2136,88,130,146,477,78,83,12,40
JFreeChart-2.0,org.jfree.chart.axis,TickUnits,46,85,5,5,11,22,7,7,3,6
JFreeChart-2.0,org.jfree.chart.axis,NumberTickUnitSource,42,319,17,45,14,84,17,26,0,12
JFreeChart-2.0,org.jfree.chart.axis,LogAxis,794,713,81,45,189,177,74,29,18,22
JFreeChart-2.0,org.jfree.chart.axis,CompassFormat,168,0,4,0,18,0,9,0,7,0
JFreeChart-2.0,org.jfree.chart.axis,SymbolAxis,748,137,93,11,193,44,61,13,13,9
JFreeChart-2.0,org.jfree.chart.axis,CategoryTick,5,91,2,10,2,23,3,9,1,5
JFreeChart-2.0,org.jfree.chart.axis,Axis,512,1255,60,101,126,371,55,102,7,68
JFreeChart-2.0,org.jfree.chart.axis,PeriodAxisLabelInfo,31,257,2,18,11,65,10,17,8,9
JFreeChart-2.0,org.jfree.chart.axis,ExtendedCategoryAxis,68,117,14,8,16,34,11,11,3,8
JFreeChart-2.0,org.jfree.chart.axis,SubCategoryAxis,290,261,34,20,66,70,26,15,2,12
JFreeChart-2.0,org.jfree.chart.axis,CategoryAnchor,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.axis,DateTickMarkPosition,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.chart.axis,TickType,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.axis,MarkerAxisBand,201,103,9,13,45,28,10,8,4,3
JFreeChart-2.0,org.jfree.chart.axis,NumberTick,3,25,0,0,1,6,1,2,1,2
JFreeChart-2.0,org.jfree.chart.axis,CategoryLabelPosition,4,164,2,14,2,45,2,18,0,12
JFreeChart-2.0,org.jfree.chart.axis,CategoryLabelWidthType,0,15,0,0,0,3,0,1,0,1
JFreeChart-2.0,org.jfree.chart.axis,ValueAxis,567,1251,93,117,149,342,89,86,19,51
JFreeChart-2.0,org.jfree.chart.axis,CyclicNumberAxis,1452,156,191,15,344,54,118,20,21,14
JFreeChart-2.0,org.jfree.chart.axis,StandardTickUnitSource,49,13,1,1,10,5,5,3,4,3
JFreeChart-2.0,org.jfree.chart.axis,NumberTickUnit,12,75,2,8,2,24,3,9,1,6
JFreeChart-2.0,org.jfree.chart.axis,DateTick,7,51,2,4,3,13,3,5,1,4
JFreeChart-2.0,org.jfree.chart.axis,AxisSpace,177,269,26,22,39,67,21,22,5,14
JFreeChart-2.0,org.jfree.chart.axis,LogTick,15,0,0,0,4,0,2,0,2,0
JFreeChart-2.0,org.jfree.chart.axis,CyclicNumberAxis.CycleBoundTick,11,0,0,0,3,0,1,0,1,0
JFreeChart-2.0,org.jfree.chart.axis,CategoryAxis,386,1469,68,107,84,359,66,77,10,43
JFreeChart-2.0,org.jfree.chart.axis,DateTickUnitType,0,63,0,0,0,12,0,3,0,3
JFreeChart-2.0,org.jfree.chart.axis,AxisState,43,53,5,0,16,19,7,10,3,10
JFreeChart-2.0,org.jfree.chart.axis,LogarithmicAxis,1158,265,229,25,250,66,136,20,14,15
JFreeChart-2.0,org.jfree.chart.axis,Tick,7,82,2,10,3,26,3,11,1,7
JFreeChart-2.0,org.jfree.chart.axis,PeriodAxis,1277,486,115,25,263,129,83,33,24,22
JFreeChart-2.0,org.jfree.chart.axis,QuarterDateFormat,69,116,4,6,19,21,7,6,4,4
JFreeChart-2.0,org.jfree.chart.axis,CategoryLabelPositions,117,326,6,14,35,44,10,12,5,7
JFreeChart-2.0,org.jfree.chart.axis,AxisLabelLocation,0,21,0,0,0,4,0,1,0,1
JFreeChart-2.0,org.jfree.data.general,AbstractDataset,11,99,4,4,5,29,5,11,2,10
JFreeChart-2.0,org.jfree.data.general,Series,17,110,6,10,7,30,7,13,2,10
JFreeChart-2.0,org.jfree.data.general,DefaultPieDataset,81,128,8,12,27,37,14,15,7,12
JFreeChart-2.0,org.jfree.data.general,DefaultHeatMapDataset,76,188,12,30,13,51,15,21,3,12
JFreeChart-2.0,org.jfree.data.general,HeatMapUtils,125,0,8,0,26,0,8,0,4,0
JFreeChart-2.0,org.jfree.data.general,DefaultValueDataset,39,18,6,0,10,8,6,4,3,4
JFreeChart-2.0,org.jfree.data.general,WaferMapDataset,197,0,20,0,55,0,29,0,19,0
JFreeChart-2.0,org.jfree.data.general,DatasetUtils,730,2917,155,417,181,696,126,217,10,47
JFreeChart-2.0,org.jfree.data.general,AbstractSeriesDataset,0,26,0,4,0,9,0,5,0,3
JFreeChart-2.0,org.jfree.data.general,SeriesChangeEvent,0,4,0,0,0,2,0,1,0,1
JFreeChart-2.0,org.jfree.data.general,SeriesException,0,4,0,0,0,2,0,1,0,1
JFreeChart-2.0,org.jfree.data.general,DefaultKeyedValuesDataset,0,3,0,0,0,1,0,1,0,1
JFreeChart-2.0,org.jfree.data.general,DatasetChangeEvent,0,10,0,0,0,4,0,2,0,2
JFreeChart-2.0,org.jfree.data.general,DefaultKeyedValueDataset,32,99,12,10,9,31,11,10,2,8
JFreeChart-2.0,org.jfree.data.general,DefaultKeyedValues2DDataset,0,3,0,0,0,1,0,1,0,1
JFreeChart-2.0,org.jfree.data.time.ohlc,OHLCSeries,21,49,1,3,5,11,2,6,1,5
JFreeChart-2.0,org.jfree.data.time.ohlc,OHLC,4,94,2,10,2,28,2,11,0,7
JFreeChart-2.0,org.jfree.data.time.ohlc,OHLCSeriesCollection,166,178,10,16,38,51,24,17,17,11
JFreeChart-2.0,org.jfree.data.time.ohlc,OHLCItem,11,51,4,4,5,15,5,6,1,6
